"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000230937",77.334093910266,3.26732288750255,0.616271851265388,5.30175584166917,1.14694169829431e-07,2.45179565939726e-05
"ENSG00000125245",117.71258683923,2.84675367604622,0.537414196966243,5.297131508837,1.17635976222516e-07,2.49659086227643e-05
"ENSG00000123219",97.8176092668512,1.78322897367371,0.337449504770292,5.28443203639486,1.26095350023274e-07,2.65700916120469e-05
"ENSG00000162739",807.115903325587,2.81084899762167,0.532636057835912,5.27724129125258,1.31143157565749e-07,2.74377528240397e-05
"ENSG00000119397",2312.7958478139,0.990034268403586,0.187654083912477,5.27584717455626,1.32144180969315e-07,2.74487584928968e-05
"ENSG00000051341",83.7606923106888,2.52749708546375,0.479184047709153,5.27458519862465,1.3305669371133e-07,2.74487584928968e-05
"ENSG00000197993",104.921297030242,2.03242525851821,0.387078356841268,5.25068173561473,1.5153731138133e-07,3.10441019843697e-05
"ENSG00000152256",1216.91102674134,1.42928366506494,0.272307912327183,5.24877757994644,1.53111801002199e-07,3.11503319280335e-05
"ENSG00000088340",1013.5932186122,2.16800767599521,0.413367153343317,5.24475072211312,1.56493764572702e-07,3.16203154444843e-05
"ENSG00000125910",408.780986016942,1.85391039714887,0.353567167323882,5.24344613551351,1.57604834142448e-07,3.16281810013756e-05
"ENSG00000185811",1570.72159055279,2.33140557691126,0.444909631482688,5.24017780676429,1.60421949356327e-07,3.19759966622409e-05
"ENSG00000111679",3507.9190362409,1.45880004270176,0.278693695137843,5.23442068533425,1.65503119641106e-07,3.27673961705546e-05
"ENSG00000188452",389.433691933019,1.9994873514924,0.38228905724856,5.23030234211583,1.69233034070132e-07,3.32824967004594e-05
"ENSG00000164362",19.0681622436415,4.29163771802889,0.823581356237245,5.21094568924726,1.87880451636687e-07,3.67051213462401e-05
"ENSG00000160683",19.2352724527843,3.8649295520776,0.742665364534408,5.20413329696694,1.94904075267016e-07,3.78267777656379e-05
"ENSG00000245904",87.956180845534,2.44098460277871,0.47005512883519,5.19297514916503,2.06959818707891e-07,3.99040173325672e-05
"ENSG00000106603",2285.87050351716,0.590105816807689,0.113865581612851,5.18247751822041,2.18957765499149e-07,4.18292454724107e-05
